data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4720488,356,IND20219,20219,"03 July 2017",2017,1,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Civilians (India)","Hindu Group (India)",7,57,"Southern Asia",India,"West Bengal","North 24 Parganas",Barasat,Golabari,22.7034,88.573,1,"Hindustan Times",National,"Angry Muslim mobs set fire to shops and houses belonging to Hindus in Golabari following an ""objectionable"" Hindu post by a local on Facebook.",0,1552576878,IND
4720491,356,IND20255,20255,"03 July 2017",2017,2,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Civilians (India)","Hindu Group (India)",7,57,"Southern Asia",India,"West Bengal","North 24 Parganas",Swarupnagar,Swarupnagar,22.8141,88.8317,1,"Hindustan Times",National,"Angry Muslim mobs set fire to shops and houses belonging to Hindus in Swarupnagar, following an ""objectionable"" Hindu post by a local on Facebook.",0,1552576878,IND
4720489,356,IND20220,20220,"03 July 2017",2017,2,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Civilians (India)","Hindu Group (India)",7,57,"Southern Asia",India,"West Bengal","North 24 Parganas",Basirhat,Taki,22.585,88.9069,1,"Hindustan Times",National,"Angry Muslim mobs set fire to shops and houses belonging to Hindus in Taki, following an ""objectionable"" Hindu post by a local on Facebook.",0,1552576878,IND
4720490,356,IND20221,20221,"03 July 2017",2017,1,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Civilians (India)","Hindu Group (India)",7,57,"Southern Asia",India,"West Bengal","North 24 Parganas",Basirhat,Tentulia,22.7857,88.853,1,"Hindustan Times",National,"Angry Muslim mobs set fire to shops and houses belonging to Hindus in Tentulia following an ""objectionable"" Hindu post by a local on Facebook.",0,1552576878,IND
4720734,356,IND20217,20217,"02 July 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Awantipora,Malangpur,33.8933,74.9803,1,"Kashmir Times (India)",Subnational,"Locals came out on roads and attacked security forces with stones after the latter cordoned off Malangpora village during a search operation for militants. Police retaliated with smoke shells. Reports say that the militants managed to escape thanks to the riots.",0,1552576879,IND
4720779,275,PSE3291,3291,"02 July 2017",2017,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)",,7,57,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,2,LiveMap,Other-Local,"A few Palestinians threw stones at a car, injuring the Israeli driver, on Arabs on Highway 60 near Hebron on July 2.",0,1552576879,PSE
4720769,356,IND20207,20207,"02 July 2017",2017,1,Riots,"Mob violence","Rioters (India)","GJM: Gorkha Janmukti Morcha",5,"Civilians (India)",,7,57,"Southern Asia",India,"West Bengal",Kalimpong,Kalimpong,Kalimpong,27.0705,88.4752,1,"UNI (United News of India)",National,"Suspected Gorkha activists torched Kami development board in Kalimpong as part of the ongoing unrest in the area.",0,1552576879,IND
4720569,275,PSE674,674,"02 July 2017",2017,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds",31.7834,35.2339,1,"Ma'an News Agency; The Times of Israel",National,"Dozens of Palestinians were injured, at least one seriously, on Sunday evening in occupied East Jerusalem when the funeral for a Palestinian who drowned three days earlier devolved intoclashes.",0,1552576878,PSE
4721096,450,MAG927,927,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (Madagascar)","Vigilante Group (Madagascar)",5,"Civilians (Madagascar)",,7,57,"Eastern Africa",Madagascar,Diana,"Antsiranana II",,"Anivorano Avaratra",-12.7333,49.2333,2,"L'express de Mada",National,"An angry crowd attacked a killed a man accused of raping a girl in the district of Antsiranana II.",1,1552576879,MDG
4721115,50,BGD2831,2831,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (Bangladesh)","Sarole Communal Militia (Bangladesh)",5,"Rioters (Bangladesh)","Sarole Communal Militia (Bangladesh)",5,55,"Southern Asia",Bangladesh,Khulna,Narail,Lohagara,Lohagara,23.1998,89.6644,2,"United News of Bangladesh",National,"At least 19 people were injured in a clash between two groups of villagers at Sarole village in Lohagara upazila on Saturday night. Police said two groups of villagers -- one led by Alam and the other led by Khokan -- had been at loggerheads over establishing dominance in the area.",0,1552576879,BGD
4720914,356,IND20195,20195,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Dooru,Dialgam,33.6804,75.1647,1,Hindu,National,"Two demonstrators were shot dead after hundreds of them moved towards and ongoing encounter site between LeT militants and security forces in Brenti-Batpora village in Dialgam, Anantnag. It is unclear whether they were killed in the cross fire, or shot by police as they pelted stones on them.",2,1552576879,IND
4721061,356,IND20170,20170,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (India)","Dalit Caste Group (India)",5,"Rioters (India)","Darbar Caste Group (India)",5,55,"Southern Asia",India,Gujarat,Kachchh,Mandvi,Gadhsisa,21.1008,69.345,1,"The Times of India (TOI)",National,"A clash broke out between Dalits and upper cast Darbars at Gadhsisa town of Mandvi taluka in Kutch on July 1 over some issue.",0,1552576879,IND
4721062,356,IND20183,20183,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (India)","Dalit Caste Group (India)",5,"Rioters (India)","Darbar Caste Group (India)",5,55,"Southern Asia",India,Gujarat,Kachchh,Bhuj,Bhuj,23.2539,69.6692,1,"The Times of India (TOI)",National,"A clash broke out between Dalits and upper cast Darbars at Gadhsisa town of Mandvi taluka in Kutch on Saturday afternoon over some issue. A couple of shops and vehicles were torched and houses damaged in the town. The dispute began with altercation between students from both communities and later escalated to rioting by mobs from both groups. Police rushed to the spot to control the situation.",0,1552576879,IND
4721063,356,IND20186,20186,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,Karnataka,Hassan,Hassan,Hassan,13.0071,76.0962,1,"The Hindu",National,"On Jul. 01, as many as 4 civilians suffered injuries in a clash over earmarking a road for a Dalit colony at Gaddebindenahalli in Channarayapatna Taluk.",0,1552576879,IND
4721064,356,IND20176,20176,"01 July 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,"The Times of India (TOI)",National,"In Patiala a mob on July 1 went on a rampage in the home district of chief minister Captain Amarinder Singh, after a man who was injured in a clash between two groups, died at a hospital. The police used a baton charge to control the rioters.",0,1552576879,IND
4721301,566,NIG10796,10796,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Lagos,Ikorodu,,Ikorodu,6.6155,3.5087,1,"The Guardian (Lagos)",Subnational,"Vigilantes kill a man they suspect of being involved in gang activity.",1,1552576879,NGA
4721123,788,TUN3478,3478,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (Tunisia)",,5,"Rioters (Tunisia)",,5,55,"Northern Africa",Tunisia,"Sidi Bou Zid",Jelma,,Jelma,35.33,9.413,1,Shemsfm,National,"A clash between residents of the village of Aliouat and employees of the delegation of Jelma on Friday at the headquarters of the delegation, caused thirteen wounded. The inhabitants of Aliouat came to demand the restoration of electricity in their village. Discussions escalated between staff and protestors who verbally and physically assaulted three employees, ransacked equipment and threatened to burn the premises. The assaulted employees called their relatives to help them, which led to a general fight.",0,1552576879,TUN
4721220,356,IND20165,20165,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Baramulla,Sopore,Sopore,34.2867,74.4723,1,"Early Times (India)",Subnational,"Scores of youth clashes with security forces in the main bazaar of Sopore town after Friday congregational prayers.",0,1552576879,IND
4721275,356,IND20159,20159,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,"The Times of India (TOI)",National,"A clash between two groups broke out at Deeru ki Majri locality of Patiala City on June 30, leading to the death of a youth.",1,1552576879,IND
4721276,356,IND20146,20146,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Gujjar Caste Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"Uttar Pradesh",Meerut,Sardhana,Loiya,29.1585,77.7348,1,"The Telegraph (India)",National,"On May 30, Gurjars were preparing to attack the Dalits in Loiya village in the Daurala area and used mild force to make people stay indoors.",0,1552576879,IND
4721287,404,KEN5562,5562,"30 June 2017",2017,1,Riots,"Mob violence","Rioters (Kenya)","NASA: National Super Alliance",5,"Police Forces of Kenya (2013-)","Journalists (Kenya)",1,15,"Eastern Africa",Kenya,Migori,"Suna West",Ragana-Oruba,Migori,-1.0667,34.4667,1,"Daily Nation",National,"Youths injured an NTV cameraman and stoned vehicles after a rally addressed by Nasa leader Raila Odinga in Migori town ended. At least 10 vehicles were pelted with stones, including one belonging to the Nation Media Group. The youths barricaded the road at Posta roundabout and attacked motorists on the highway. Police used teargas to disperse them.",0,1552576879,KEN
4721126,275,PSE672,672,"30 June 2017",2017,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Agence France Presse",International,"Israeli bulldozers entered Jenin to remove a memorial to a a high profile Palestinian fighter, sparkingclashesin which six Palestinians were wounded.",0,1552576879,PSE
4721320,818,EGY8349,8349,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,Alexandria,"Bab Sharqi",,Alexandria,31.1981,29.9192,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721321,818,EGY8352,8352,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,Menia,"New Minya",,Minya,28.1099,30.7503,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721510,788,TUN3473,3473,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Tunisia)",,5,"Police Forces of Tunisia (2014-)","Civilians (Tunisia); Government of Tunisia (2014-)",1,15,"Northern Africa",Tunisia,Kasserine,Sbiba,,Sbiba,35.5433,9.0737,1,Mosaiquefm,National,"Rioters invaded the seat of the local government in Sbiba and damaged some cars. The police used teargas to dispere the rioters and arrested 8 of them.",0,1552576879,TUN
4721329,275,PSE669,669,"29 June 2017",2017,1,Riots,"Mob violence","Military Forces of Israel (2009-)","Rioters (Israel); Settlers (Israel)",8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,2,"Jordan News Agency (Petra); Ma'an News Agency",Regional,"Dozens of settlers on Thursday stormed ""Joseph Tomb"" east of theWest Bankcity of Nablus, under heavy protection of the Israeli forces. Confrontations burst out in the area between the Israeli soldiers and young Palestinians.",0,1552576879,PSE
4721424,818,EGY8350,8350,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,Assiut,Assuit,,Asyut,27.181,31.1837,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721425,818,EGY8351,8351,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,"Kafr El-Shikh",Disuq,,Disuq,31.25,30.6667,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721426,818,EGY8353,8353,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,Kalyoubia,Qalyub,,Qalyub,30.1792,31.2056,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721427,818,EGY8354,8354,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (Egypt)",,5,"Rioters (Egypt)",,5,55,"Northern Africa",Egypt,Suez,Al-Arbiin,,Suez,29.9737,32.5263,1,"Egypt Independent",National,"Fights and quarrels occurred on Thursday between citizens and drivers of micro-buses and transportation vehicles after they raised fares upon an increase in the prices of fuel, without waiting for the official fare prices to be announced by the Cabinet.",0,1552576879,EGY
4721496,356,IND20116,20116,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Bihar,Rohtas,Kochas,Kochas,25.2326,83.921,1,"Indian Express",National,"Two brothers and suspected thieves who belonged to the Mahadalit community, were beaten to death by about 20 people at Basdiha village under Kochas police station in Rohtas district.",2,1552576879,IND
4721497,356,IND20119,20119,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Jharkhand,Dumka,Ramgarh,Ramgarh,24.5635,87.2493,2,"Indian Express",National,"A man was lynched in Thadihat village under Ramgarh police station in Dumka district for allegedly raping and murdering an 8-year-old girl. He was tied to a tree and beat to death.",1,1552576879,IND
4721480,356,IND20125,20125,"29 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)","Civilians (India)",1,15,"Southern Asia",India,"NCT of Delhi","West Delhi",,Delhi-Mundka,28.6831,77.0354,1,"The Times of India (TOI)",National,"Villagers assaulted a team of from BSES Rajdhani Power Limited villagers in outer Delhi's Mundka on June 29 where they had gone to check instances of power theft. Three BSES officials and one Delhi Police sub-inspector were injured and scores of vehicles damaged in the incident.",0,1552576879,IND
4721483,729,SUD10643,10643,"29 June 2017",2017,1,Riots,"Mob violence","Military Forces of Sudan (1989-)",,1,"Rioters (Sudan)","Vigilante Group (Sudan)",5,15,"Northern Africa",Sudan,"Central Darfur",Rokoro,,Golo,13.1285,24.2814,2,"Radio Dabanga; ACJPS",Other-subnational,"A group of army soldiers raped a number of women who were collecting water at a well near Golo in Rokoro locality, Central Darfur. People in the area rushed to the scene and beat the rapists with sticks and stones, killing one of them, and wounding others. The soldiers retreated to the military garrison of Golo but later besieged the area, firing bullets that reportedly killed 11 people, raiding houses, shops and markets, and robbing people of their belongings.",1,1552576879,SDN
4721330,275,PSE670,670,"29 June 2017",2017,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Bayt Ummar",31.6233,35.1045,1,"Ma'an News Agency",Subnational,"Israeli forces shot and injured at least three young Palestinians with rubber-coated steel bullets during dawnraidsin two separate occupiedWest Bankvillages on Thursday. In Beit Ummar, a tear gas canister ignited a fire just outside a residential home sparking clashes.",0,1552576879,PSE
4721331,275,PSE671,671,"29 June 2017",2017,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,Bilin,31.9284,35.072,1,"Ma'an News Agency",Subnational,"An Israeli armyraidin the Ramallah-area village of Bilin on Thursday morning also led toclashes, in which two Palestinians were injured.",0,1552576879,PSE
4721772,450,MAG926,926,"28 June 2017",2017,1,Riots,"Mob violence","Rioters (Madagascar)","Students (Madagascar); Vigilante Group (Madagascar)",5,"Civilians (Madagascar)",,7,57,"Eastern Africa",Madagascar,Boeny,"Mahajanga I",,Mahajanga,-15.7167,46.3167,1,"L'express de Mada",National,"Students attacked and killed a person on campus in Mahajanga suspected of thievry.",1,1552576880,MDG
4721773,566,NIG10781,10781,"28 June 2017",2017,2,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Ogun,Shagamu,,Ogigo,6.6955,3.5117,1,"The Nation (Nigeria)",National,"A suspected street gang member is attacked and killed by a group of vigilantes ""earlier this week,"" source dated 01/07.",1,1552576880,NGA
4721614,788,TUN3470,3470,"28 June 2017",2017,1,Riots,"Mob violence","Rioters (Tunisia)",,5,"Police Forces of Tunisia (2014-)",,1,15,"Northern Africa",Tunisia,Sousse,"Sidi Bou Ali",,"Sidi Bou Ali",35.9567,10.4731,1,Mosaiquefm,National,"The family of a young guy who was arrested by the police attacked the police station using stones et al. Two policemen were injured during the clashes.",0,1552576880,TUN
4721623,524,NEP1505,1505,"28 June 2017",2017,1,Riots,"Mob violence","Rioters (Nepal)","CPN(UML): Communist Party of Nepal (Unified Marxist-Leninist)",5,"Rioters (Nepal)","NC: Nepali Congress",5,55,"Southern Asia",Nepal,Far-Western,Seti,Bajhang,Chainpur,29.5623,81.1935,2,"My Republica",National,"A dispute between the cadres of the Nepali Congress and CPN-UML at a voting centre in Jay Prithivi Bahadur Municipality-3 of Bajhang district turned into a violent clash, leading to at least one injury and the suspension of voting.",0,1552576880,NPL
4721747,356,IND20090,20090,"28 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Rioters (India)","Hindu Group (India)",5,55,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"The Times of India (TOI)",National,"A fight over public urination snowballed into communal clashes between people from two communities in Akota, Vadodara on June 28. At least three persons were injured in the stone-pelting and 16 vehicles were damaged in the violence.",0,1552576880,IND
4721748,356,IND20104,20104,"28 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","SDPI: Social Democratic Party of India",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Tamil Nadu",Dindigul,Dindigul,Dindigul,10.3689,77.9803,1,"UNI (United News of India)",National,"On June 28, in Dindigul, police resorted to lathicharge to quell clash between two groups over ferrying of cattle at Palani, on Wednesday. Jeer of Sri Chendalankara Senbaga Mannar Jeeyar Trust, Mannargudi way laid a vehicle transporting seven calves to Udumalpet from Manapparai and handed over it to the Palani Taluk Police for taking action against the driver for ferrying the cattle without adhering to government norms. The vehicle was impounded, and cadres of Social Democratic Party of India (SDPI), Viduthalai Chiruthaigal Katchi (VCK) and left parties laid a siege to the police station demanding immediate release of the impounded vehicle transporting the cattle.",0,1552576880,IND
4721811,275,PSE662,662,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"West Bank","Al Quds",,"Abu Dis",31.7622,35.2617,1,"Ma'an News Agency",Subnational,"Clashes erupted during a raidin Abu Dis, where Israeli soldiers fired rubber-coated steel bullets, stun grenades, and tear-gas canisters into the town before withdrawing to a nearby Israeli military post.",0,1552576880,PSE
4721812,275,PSE663,663,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Bayt Ummar",31.6233,35.1045,1,"Ma'an News Agency",Subnational,"Israeli forces raided the town of Beit Ummar sparking clashes that left several locals suffering from tear gas inhalation and the window of a house blasted by a tear gas bomb.",0,1552576880,PSE
4721984,50,BGD2829,2829,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Bangladesh)","Jubo League",5,"Civilians (Bangladesh)","LDP: Liberal Democratic Party",7,57,"Southern Asia",Bangladesh,Chittagong,Lakshmipur,Ramganj,Ramganj,23.1006,90.8499,1,"United News of Bangladesh",National,"The residence of the joint secretary general of the Liberal Democratic Party (LDP) was allegedly vandalized by Jubo League activists in Ramganj of the district on Tuesday night. At least 10 LDP activists were also injured as they came under attack by the Jubo League men.",0,1552576880,BGD
4721987,356,IND20052,20052,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"West Bengal",Murshidabad,Raghunathganj,Sekendara,24.4972,88.0724,1,"Hindustan Times",National,"A mentally challenged woman was lynched on suspicions of child trafficking at Sekendra village in West Bengal's Murshidabad district.",1,1552576880,IND
4721959,800,UGA4910,4910,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Uganda)","NRM: National Resistance Movement",5,"Police Forces of Uganda (1986-)",,1,15,"Eastern Africa",Uganda,Wakiso,Kyadondo,"Kasangati Town Council",Kasangati,0.4402,32.6035,1,"Africa News",Regional,"Running battles reported between NRM supporters and police at Kasangati trading centre after the arrest of Bobi Wine - Kyagulanyi.",0,1552576880,UGA
4721961,356,IND20046,20046,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Students (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,"UNI (United News of India)",National,"Students of Narayana Junior Residential College at Nizampet in Hyderabad allegedly vandalised college premises on Tuesday for reportedly denying outing. Students of second intermediate locked up the staff of the college and pelted stones on the building later damaging windowpanes, ransacking office furniture as well as classrooms over the attitude of college authorities disallowing repeated requests by students seeking permission for an outing. On seeming the mob of students, the college staff alerted police, who reached the college and dispersed them.",0,1552576880,IND
4721962,356,IND20059,20059,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Uttar Pradesh",Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,29.4709,77.7033,1,"Asian News International (ANI)",Regional,"On June 27, police party in Uttar Pradesh's Muzaffarnagar was attacked by locals when they were conducting a raid based on information of cow slaughter in Nagar Kotwali area. Stones were pelted at the police party and their police vehicle was also vandalised.",0,1552576880,IND
4721963,466,MLI1543,1543,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Mali)","Dire Communal Group (Mali)",5,"Police Forces of Mali (2013-)",,1,15,"Western Africa",Mali,Tombouctou,Dire,Dire,Dire,16.257,-3.4013,1,MENASTREAM,Subnational,"Clashes between police and Dire youth: 2 wounded.",0,1552576880,MLI
4721810,275,PSE661,661,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"West Bank",Ramallah,,"Al Mughayyir",32.0192,35.3478,1,"Palestine News & Information Agency (WAFA)",Other-national,"A Palestinian was on Tuesday injured by Israeli army fire duringclashes which erupted in the village of al-Mughayer after the army notified some of the village's residents of their intention to demolish their homes. The army also banned entry and exit from the village from 6:00pm to 1:00am.",0,1552576880,PSE
4721813,275,PSE664,664,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam ad Duhayshah",31.6936,35.1838,1,"Ma'an News Agency",Subnational,"During aviolent raidinto al-Duheisha refugee camp at least eight Palestinians were injured, including six who were shot with live fire in the legs. Clashes erupted between Israeli soldiers and local youth at the entrances of the camp, with Israeli forces firing rubber-coated steel bullets, live bullets, and tear-gas bombs.",0,1552576880,PSE
4721911,504,MOR1167,1167,"27 June 2017",2017,1,Riots,"Mob violence","Rioters (Morocco)",,5,"Police Forces of Morocco (1999-)",,1,15,"Northern Africa",Morocco,"Tanger - Tetouan - Al Hoceima","Al Hoceima","NA (Imzouren)",Imzouren,35.1448,-3.8505,1,"Jeune Afrique",Regional,"In clashes between rioters and police forces in Imzouren around 29 policemen were injured.",0,1552576880,MAR
4722199,454,MAW356,356,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Northern,Karonga,"Karonga Town",Karonga,-9.9333,33.9333,2,Malawi24,National,"A man accused of witchcraft was killed by villagers in the district of Karonga.",1,1552576880,MWI
4722126,524,NEP1502,1502,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (Nepal)","Nepal Tarun Dal",5,"Rioters (Nepal)","YCL: Young Communist League, Nepal",5,55,"Southern Asia",Nepal,Mid-Western,Rapti,Rukum,Sisne,28.7681,82.6659,1,Ekantipur.com,National,"Five persons were injured when cadres of Nepali Congress affiliated Tarun Dal and CPN (Maoist Center) affiliated YCL clashed at Sisne Village Council-5 in Rukum district.",0,1552576880,NPL
5123102,356,IND20026,20026,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)","Uchahar Communal Group (India)",5,"Rioters (India)","Sangramgarh Communal Group (India)",5,55,"Southern Asia",India,"Uttar Pradesh",RaeBareli,Unchahar,Unchahar,25.9084,81.3009,1,"The Times of India (TOI)",National,"On 26 June, a land dispute in Uchahar village with people from Sangramgarh in Raibareli district (UP) left 5 people dead.",5,1554814195,IND
4722139,356,IND20029,20029,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Kokernag,Achabal,33.6841,75.2184,1,"Early Times (India)",Subnational,"Clashes broke out between rioters and security forces in Achabal after Eid prayers.",0,1552576880,IND
4722140,356,IND20030,20030,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Anantnag,Anantnag,33.73,75.15,1,"Early Times (India)",Subnational,"Five policemen, including a senior officer, were injured in Anantnag after rioters took on the security forces in the Janglat Mandi area immediately after Eid prayers.",0,1552576880,IND
4722144,356,IND20034,20034,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Kulgam,Kulgam,Kulgam,33.6446,75.0192,1,"Early Times (India)",Subnational,"Clashes broke out between rioters and security forces in Kulgam after Eid prayers.",0,1552576880,IND
4722146,356,IND20036,20036,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Baramulla,Pattan,Pattan,34.1612,74.57,1,"Early Times (India)",Subnational,"Several people were injured when clashes broke out between rioters and security forces in Pattan after Eid prayers. The security forces used tear smoke shells and pellet shotguns to disperse the rioters.",0,1552576880,IND
4722147,356,IND20037,20037,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Pulwama,33.8741,74.9001,1,"Early Times (India)",Subnational,"Clashes broke out between rioters and security forces in Pulwama after Eid prayers.",0,1552576880,IND
4722148,356,IND20038,20038,"26 June 2017",2017,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Shopian,Shopian,Shopian,33.7165,74.8342,1,"Early Times (India)",Subnational,"Clashes broke out between rioters and security forces in Shopian after Eid prayers.",0,1552576880,IND
