data_id,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,notes
58,,2019,Protest/Riot,Mob violence,Protesters,,  slogans,,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7333148,76.7794179,"They raised slogans against the Area Manager and FCI management and demanded vigilance enquiry against him.Fatehgarh Sahib.April.11, 2019: Punjab Rice Millers Association led by Tarsem Saini National President & Inderjeet Sandhu District President organized a dharna at FCI depot Sirhind today in protest against the Area Manager of the FCI of Chandigarh zone alleging that he has been demanding bribe, blackmailing and harassing the Rice Millers functioning under his jurisdiction on one pretext or the other for the procurement of Rice for his vested interests."
59,,2019,Protest/Riot,Mob violence,Protesters,,  time,,Southern Asia,India,Andhra Pradesh,Krishna,Kanchikacherla,Kanchikacherla,16.6833568,80.3904124,"Not only in Kanchikacherla village, voters at booth number 154 in Rajam town of Srikakulam district had to wait for some time to exercise their franchise because of a technical glitch in the Voter Verifiable Paper Audit Trail (VVPAT) unit installed there.Voting was delayed at booth numbers 196, 198 and 200 of the region.The polling at Kanchikacherla village of Krishna district had to be halted till the machines were rectified or replaced."
60,,2019,Protest/Riot,Mob violence,Protesters,,  Bittu,,Southern Asia,India,,,,,,,"Led by district president of the party and former legislator Ranjit Singh Dhillon, the Akali workers ridiculed Bittu for staging a political drama for non-operational buses five years ago â in November 2014, when he had washed these.Dhillon said Bittu had been a member of the Lok Sabha for the past five years and both state government and the MC were under the Congress for nearly two years, not even a single non-operational bus had been put into service.SAD-BJP workers and leaders today staged a novel protest over the alleged ânon-performanceâ of the Congress government, and specifically to mock the sitting Lok Sabha member Ravneet Singh Bittu, by offering prayers and floral tributes to non-operational buses from out of the fleet of local buses, at Tajpur Road here."
61,,2019,Protest/Riot,Mob violence,Protesters,,,,Southern Asia,India,,,,,,,"Amroha: Samajwadi Party (SP) president and former UP Chief Minister Akhilesh Yadav on Thursday claimed to have knocked out the BJP in the first round of Lok Sabha polls itself.People are voting heavily in favour of the grand-alliance and we are expecting even larger support for the grand-alliance in the second phase,"" the SP chief said.Accusing BJP of spreading hatred in the society, the former Chief Minister said, ""We want to stop the BJP because they spread hatred in the society."
62,,2019,Protest/Riot,Violent demonstration,Protesters,, âBlack Dayâ,,Southern Asia,India,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada,,,"April 1 is a âBlack Dayâ for the people of Dakshina Kannada, as Vijaya Bank which launched in the district ceases to exist,â he said.Congress workers and party leaders observed a âBlack Dayâ against the merger of Vijaya Bank (now Bank of Baroda).The protest was held in front of the Vijaya Bank Mallikatte branch on Monday."
63,,2019,Violence Against Civilians,Sexual violence,Deputy Inspector General,,Civilian,,Southern Asia,India,Jharkhand,Gumla,Gumla,Gumla,23.0441295,84.5379455,"Deputy Inspector General of Police A V Homkar said a group of people in Jurmi village spotted four persons allegedly cutting the flesh of a dead bull and started beating them up.One person was killed and three others were injured after villagers in Jharkhand's Gumla district beat them up, alleging that they were cutting flesh of a dead bull, police said.One of them died, he said."
64,,2019,Violence Against Civilians,Attack, militants,,Civilian,,Southern Asia,India,Baramulla,Baramulla,Baramulla,Baramulla,,,"Suspected militants on Saturday shot dead a civilian in Baramulla district of Jammu and Kashmir, police said.The alleged terrorists fired upon Arjumand Majid Bhat at main town Baramulla in the north Kashmir district, a police officer said.Bhat was critically injured and taken to a hospital where he succumbed to his injuries."
65,,2019,Protest/Riot,Mob violence,Protesters,, land dispute,,Southern Asia,India,Jammu and Kashmir Police,Jammu and Kashmir Police,Jammu and Kashmir Police,Jammu and Kashmir Police,,,"As per the details available with Early Times, the issue behind the incident is said to be some land dispute involving the relative of the Head Constable.The reports said that after hearing about the forceful entry of the accused into the home of the relative of the victim, the victim cop rush to the spot to intervene as the accused was carrying the Sharp edge weapon and as soon as the police HC tried to proteKISHTWAR, Mar 30: A Head Constable of Jammu and Kashmir Police presently on leave identified as Asghar Ali Ahanger Son of Nazir Ahmed, posted in security wing Jammu was today evening assaulted by a Patwari identified as Jaffar Bhatt S/O Ghulam Mohammad Bhatt R/o Gudhali chowk Kishtwar presently posted ashalka patwar ""Bagna"" Kishtwar in which the head constable has received injuries."
66,,2019,Violence Against Civilians,Attack,Khan Srinagar,,Civilian,,Southern Asia,India,Srinagar,Srinagar,Srinagar,Srinagar,,,"Khan Srinagar, March 30 (GNS): Two youth, riding a motorcycle, were injured when army opened fire at them after they allegedly ignored a signal to stop at Bandzoo area of Pulwama in south Kashmir.A police officer said at around 18:15 hours, army signaled to stop a motorcyclist along with pillion at Bandzoo Pulwama.The motorcyclist ignored the signal and tried to flee from the spot after which army fired few gunshots due to which they suffered injuries."
67,,2019,Protest/Riot,Mob violence,Protesters,,  Sunday,,Southern Asia,India,Arunachal Pradesh,Nginu,Nginu,Nginu,26.835508,95.378311,"A BJP worker was killed on Sunday, allegedly by Naga insurgent group National Socialist Council of Nagaland (NSCN-IM) in poll-bound Arunachal Pradesh.Seliam Wangsa, a zila parishad member from Nginu block, had been campaigning in support of Honchun Ngandam, a BJP candidate from Pongchao-Wakka assembly constituency.Wangsa was killed at his residence in Nginu village near Wakka Circle in Longding district."
68,,2019,Violence Against Civilians,Attack, militants,,Civilian,,Southern Asia,India,Shopian,Shopian,Shopian,Shopian,,,"Suspected militants on Wednesday shot dead a civilian in Shopian district of Jammu and Kashmir, police said.Militants fired upon Tanveer Ahmad Dar, a resident of the Bemnipora area of south Kashmir's Shopian district, near Kachdoora village in the afternoon, a police official said."
69,,2019,Violence Against Civilians,Attack,agency PTI,,Civilian,,Southern Asia,India,Uttar Pradesh,Ghaziabad,Ghaziabad,Ghaziabad,28.6691565,77.4537578,"According to news agency PTI, the deceased, identified as Shabbir Zaidi was fired upon by the attackers when he was out for a morning walk in Uttaranchal Vihar colony of Loni town around 6:15 am, police said.The assailants physically assaulted Zaidi and then fired bullets into his head and stomach, Superintendent of Police (Rural) Neeraj Kumar Jadaun said, citing property dispute as the reason of the attack.Ghaziabad: A Bahujan Samaj Party (BSP) worker was on Tuesday shot dead by unidentified miscreants in Uttar Pradesh's Ghaziabad district."
70,,2019,Protest/Riot,Mob violence,Protesters,,  death,,Southern Asia,India,Odisha,Kendujhar,Dhakotha,Dhakotha,21.3180017,86.0797199,"Former chairman of Anandpur block and independent MLA candidate in the 2014 assembly election from Ghasipura Ramachandra Behera was hacked to death by a group of miscreants at Dhakotha village on Monday late night.Sources said, more than 10 miscreants arrived at the residence of Behera at about 10.30 pm and asked him to open the door.He was supposed to join BJD along with his supporters on Tuesday."
71,,2019,Violence Against Civilians,Mob violence, He,,Civilian,,Southern Asia,India,Maharashtra,Beed,Beed,Beed,18.9890893,75.7600785,"He was rushed to hospital but was declared dead on arrival, the official said.The husband of an NCP corporator was hacked to death in Maharashtras Beed district on Monday, allegedly by a mob that suspected he was helping the Shikalgar community in a kidnapping case, police said.Gaikwad sustained serious injuries in the attack in the early hours of Monday."
72,,2019,Violence Against Civilians,Attack,BJP leader,,Civilian,,Southern Asia,India,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur,Lakhimpur,27.9462395,80.7787163,"The BJP leader was returning to his residence in Rajgarh area from office, a police officer said.Verma was rushed to a hospital, where his condition was stated to be out of danger, the police said.Lakhimpur MLA Yogesh Verma suffered a bullet injury on the leg when an unidentified person shot at him around 3 p.m."
73,,2019,Violence Against Civilians,Attack, Devi,,Civilian,,Southern Asia,India,Jharkhand,Gumla,Gumla,Gumla,23.0441295,84.5379455,"Devi told the Police that there was no rivalry between her family and the PLFI cadres, however, Police, suspect that refusal in payment of levy (extortion amount) might be a probable reason for the attack.Two members of a family were killed and two others sustained injuries after cadres of the Peoples Liberation Front of India (PLFI), a splinter group of the Communist Party of India-Maoist (CPI-Maoist), barged into their house in Turundu village under Kamdara Police Station in Gumla District of Jharkhand, and opened fire hours after Holi festivities concluded on March 21, reports The Pioneer.Ramvilas Gope and Laxman Lohra died on the spot, while Gopes wife, Lilavati Devi and her son Tulsi Kumar sustained critical injuries, Superintendent of Police (SP), Anjani Kumar Jha, said."
74,,2019,Protest/Riot,Mob violence,Protesters,,  arguments,,Southern Asia,India,Uttar Pradesh,Ballia,Sikandarpur,Sikandarpur,26.0368058,84.0378894,"This led to heated arguments and the alleged killers of the bull attacked family members of the lawyer and injured the father-son duo and their domestic help by hitting them on their heads.Residents of the village, led by advocate Manvir Singh Dhindsa and his father Sukhdarshan Singh Dhindsa, former member of the Planning Board, objected to the brutality on animal.Fatehgarh Sahib, March 20,Three persons were critically injured in a clash that ensued after the brutal killing of a stray bull allegedly by family members of former sarpanch Amandeep Kaur at Sikandarpur village in Bassi Pathana subdivision."
75,,2019,Violence Against Civilians,Mob violence,BJP panchayat president,,Civilian,,Southern Asia,India,Assam,Cachar,Cachar,Cachar,24.7821253,92.8577105,"A BJP panchayat president in Assam has been shot dead and another party worker critically injured by unidentified gunmen in Cachar district ahead of the three-phase Lok Sabha polls in the State next month, police said on Wednesday.Unidentifed gunmen opened fire at Sukhendu Das, the president of Borkhola Hatichora panchayat, in front of his residence in the village on Tuesday night in which he and another person was grievously injured.The injured person, who was identified as Rinku Senapati, was admitted to the intensive care unit where his condition was stated to be critical."
76,,2019,Protest/Riot,Sexual violence,Protesters,,,,Southern Asia,India,Andhra Pradesh,Guntur,Guntur,Guntur,16.3066525,80.4365402,"GUNTUR: Stray clashes between TDP and YSRC supporters continued in some places of Guntur district even on Friday, a day after the polling was held in the State.Tension had prevailed in some villages in Gurajala, Narasaraopet and  Chilakaluripet Assembly constituencies where the TDP and YSRC supporters attacked each other after completion of polling on Thursday.The TDP and YSRC activists clashed at Gurajala, Julakallu, Tungapadu and Irlapadu villages in different constituencies."
77,,2019,Violence Against Civilians,Attack, incident,,Civilian,,Southern Asia,India,Sikkim,East Sikkim,Gangtok,Gangtok,27.3389356,88.6065035,"In a sensational incident, just a day ahead of Sikkim going to Parliamentary as well as state Assembly polls, an SDF supporter has been allegedly murdered at Tadong near Gangtok.It may be mentioned that Tadong is the constituency of Hamro Sikkim Partys President, Bina Basnett.No arrests or any breakthrough into the alleged murder has been made as of yet."
78,,2019,Violence Against Civilians,Mob violence, people,,Civilian,,Southern Asia,India,,,,,,,"After this, the people of nearby areas reached the scene after hearing the screams,due to which the accused escaped from there.People have admitted him in a seriously injured condition to a nursing home located at Siliguris Sector Road.It is alleged that during the same time, three miscreants attacked him with sharp weapons."
79,,2019,Protest/Riot,Attack,Protesters,,  people   arms,,Southern Asia,India,Manipur,Manipur,Manipur,Manipur,24.6637173,93.9062688,"Briefing media persons, Kasar claimed that 4-5 people equipped with arms tried to stop him after a meeting in Senapati and attempted to forcibly get him inside their vehicle.NEIDP candidate for Outer Manipur constituency Ashang Kasar who had earlier claimed to have received threats for contesting polls has now alleged that suspected NSCN-IM insurgents tried to abduct him while he was on a campaign trail in Senapati area.NEIDP also made a serious allegation that the NSCM(IM) has been threatening citizens young and old to vote for parties like NPF & NFP and said that parties like the NPF should be b"
80,,2019,Violence Against Civilians,Attack, Reports,,Civilian,,Southern Asia,India,Katrasoo,Katrasoo,Katrasoo,Katrasoo,,,"Reports said Dar was shot at by masked gunmen last evening at Shalipora village of Katrasoo following which he was shifted to a local hospital.Abdul Majeed Dar, who was formerly associated with the Peoples Democratic Party, succumbed at around 11:30 PM at SMHS hospital in Srinagar.SRINAGAR, Apr 4: A panchayat member who was critically injured after being shot at in Kulgam last evening succumbed to his injuries in hospital here."
81,,2019,Violence Against Civilians,Mob violence, Kadapa,,Civilian,,Southern Asia,India,Andhra Pradesh,Kadapa,Potladutti,Potladutti,14.7143001,78.5405304,"Kadapa: With less than a week to go for the elections, 40 policemen searched the houses of the Telugu Desam MP Mr C.M.Mild tension built up in Potladurthi village where Mr Rameshs house is located when the MP objected to the search and asked for a warrant.Mr Ramesh immediately called the superintendent of police Mr Abhishek Mohanty, who reportedly replied, Let them do their duty."
82,,2019,Violence Against Civilians,Attack, Jagan,,Civilian,,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.385044,78.486671,"Jagan, who is the leader of opposition in Andhra Pradesh, was leaving the lounge to board the flight to Hyderabad when a man approached him to take a selfie and attacked him with a knife that is generally used in cockfights, injuring him on the left shoulder.The police immediately swung into action and took him into custody.The attacker, identified as one J Shrinivas Rao, works as a chef at a restaurant at the same airport, police said."
83,,2019,Violence Against Civilians,Attack, IMPHAL,,Civilian,,Southern Asia,India,,,,,,,"IMPHAL: A constable suspended for his links with a fugitive militant chief died in police custody on Saturday evening.Recommended By ColombiaThe rebel chief led the banned Kangleipak Communist Party (Mangal/Nando) and had been in jail since 2003 on several charges, including kidnapping and murdering the eight-year-old daughter of former minister Francis Ngajokpa.He was suspended on March 12 on charges that he was associated with militant leader Thokchom Nando."
84,,2019,Protest/Riot,Mob violence,Protesters,,  houses,,Southern Asia,India,,,,,,,"Political rivals ransacked around 80 houses, looted several shops, and damaged two police vehicles, rendering more than 150 people homeless, a day before the district goes to the polls on Friday.At least 20 people including six policemen were injured in the violence that broke out late in the night on Wednesday and continued till Thursday.Eight people have been arrested."
